ACC,PRECISION,RECALL,FSCORE,modelo,K2
0.5354745356643025,0.05444553952752143,0.6507615421227987,0.10048413916015177,LogisticRegression,0.29434437864057095
0.366126621913324,0.047391137748794436,0.7799857210851975,0.08935326231418815,GaussianNB,0.45790445536354696
0.39691154493915604,0.046760227845394985,0.7287006187529748,0.08788117959388678,BernoulliNB,0.5698672796856997
0.8102995943734137,0.047432076120600714,0.19693003331746786,0.07645048041389506,DecisionTreeClassifier,0.2611646404294002
0.8818511753682663,0.05496817348149746,0.12125178486435031,0.07564397594833346,RandomForestClassifier,0.5841533778803928
0.5487250041511492,0.0563479720050751,0.6552831984769157,0.10377251827843521,GradientBoostingClassifier,0.32881276148112926
